Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
914,W241 Interactive: Topics of Conversation for Friends (914),W241,Interactive: Topics of Conversation for Friends,https://slp.everydayspeech.com/activity/topics-of-conversation-for-friends,activity,2018-07-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,(2) Elementary School,Mastering Topic Radar,,,
665,W194 Interactive: Saying Your Opinion Respectfully (665),W194,Interactive: Saying Your Opinion Respectfully,https://slp.everydayspeech.com/activity/saying-your-opinion-respectfully,activity,2018-07-17,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Showing Respect,,,,,
539,W084 Interactive: Focusing on a Conversation (539),W084,Interactive: Focusing on a Conversation,https://slp.everydayspeech.com/activity/focusing-on-a-conversation,activity,2018-07-17,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School","Emergent, Intermediate",Conversation Share,,,,,
2,W004 Interactive: Adjusting Your Behavior  (2),W004,Interactive: Adjusting Your Behavior ,https://slp.everydayspeech.com/activity/adjusting-your-behavior,activity,2018-07-17,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Tuning In,(2) Elementary School,Adjusting Your Behavior,,,
943,G005 SSQS: Advanced Conversation Skills (943),G005,SSQS: Advanced Conversation Skills,https://slp.everydayspeech.com/game/ssqs-advanced-conversation-skills,game,2018-07-18,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Think It or Say It,(3) Middle & High School,Practice Think It or Say It,,,
485,G006 SSQS: Nonverbal Communication (485),G006,SSQS: Nonverbal Communication,https://slp.everydayspeech.com/game/ssqs-nonverbal-communication,game,2018-07-19,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced","Understanding Body Language, Tone of Voice, Keeping Personal Space, Disguised Thoughts, Visual Referencing","(2) Elementary School, (3) Middle & High School, (3) Middle & High School, (3) Middle & High School, (2) Elementary School","Reading Body Language, Body Language Basics, Understanding Disguised Thoughts, What is Personal Space?, Using Visual Referencing",,,
976,G007 SSQS: Problem Solving (976),G007,SSQS: Problem Solving,https://slp.everydayspeech.com/game/ssqs-problem-solving,game,2018-07-19,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Solving a Problem,"(2) Elementary School, (3) Middle & High School","Practice Solving Problems, Master Solving Problems",2nd Grade,Responsible Decision-Making,Practice Problem Solving
932,G008 SSQS: School Behavior (932),G008,SSQS: School Behavior,https://slp.everydayspeech.com/game/ssqs-school-behavior,game,2018-07-20,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,"Staying Quiet in Class, Classroom Routine, Listening in School","(2) Elementary School, (2) Elementary School, (2) Elementary School","Showing You Are Listening, Raising Your Hand, Using Our Best Behavior",2nd Grade,Self-Management,How We Behave in School
937,G009 SSQS: Self-Regulation (937),G009,SSQS: Self-Regulation,https://slp.everydayspeech.com/game/ssqs-self-regulation,game,2018-07-20,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(2) Elementary School,How to Keep a Calm Body,3rd Grade,Self-Management,Self-Regulation
939,G010 SSQS: Basic Conversation Skills (939),G010,SSQS: Basic Conversation Skills,https://slp.everydayspeech.com/game/ssqs-basic-conversation-skills,game,2018-07-21,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,"Background Brief, Conversation Share, Conversation Drivers & Stoppers, Starting a Conversation","(2) Elementary School, (2) Elementary School, (3) Middle & High School, (3) Middle & High School, (3) Middle & High School","Practice Sharing Conversations, Start a Conversation, Learn to Share Conversations, Using Conversation Drivers & Stoppers, Using the Background Brief",,,
504,W001 Interactive Worksheet: Accepting the Consequences (504),W001,Interactive Worksheet: Accepting the Consequences,https://slp.everydayspeech.com/activity/accepting-the-consequences,activity,2018-07-28,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School, 6th Grade","Emergent, Intermediate",Accepting a Consequence,,,,,
428,W174 Interactive: Pick a Solution to a Problem (428),W174,Interactive: Pick a Solution to a Problem,https://slp.everydayspeech.com/activity/pick-a-solution-to-a-problem,activity,2018-07-28,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Solving a Problem,,,,,
477,W046 Interactive: Competitive Play (477),W046,Interactive: Competitive Play,https://slp.everydayspeech.com/activity/competitive-play,activity,2018-07-28,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Being a Good Sport,,,,,
270,W202 Showing Interest in Your Friend's Interests (270),W202,Showing Interest in Your Friend's Interests,https://slp.everydayspeech.com/activity/showing-interest-in-your-friend-s-interests,activity,2018-07-30,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Act Like You're Interested,(2) Elementary School,How to Show Interest,,,
736,W248 Interactive Worksheet: Understanding Others' Emotions (736),W248,Interactive Worksheet: Understanding Others' Emotions,https://slp.everydayspeech.com/activity/understanding-others-emotions,activity,2018-07-30,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School, 5th Grade, 8th Grade",Intermediate,Understanding Others' Point of View,(2) Elementary School,What is Point of View?,,,
450,W011 Interactive: Asking for Clarification (450),W011,Interactive: Asking for Clarification,https://slp.everydayspeech.com/activity/asking-for-clarification,activity,2018-07-30,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Asking For Help,(3) Middle & High School,Asking for Help or Clarification,,,
454,W256 Using the Background Brief to Tell a Story (454),W256,Using the Background Brief to Tell a Story,https://slp.everydayspeech.com/activity/using-the-background-brief-to-tell-a-story,activity,2018-08-07,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Background Brief,(3) Middle & High School,What is the Background Brief?,,,
478,W253 Interactive Worksheet: Using Nonliteral Language to Make Comments (478),W253,Interactive Worksheet: Using Nonliteral Language to Make Comments,https://slp.everydayspeech.com/activity/using-non-literal-language-to-make-comments,activity,2018-08-07,Social Communication Skills,(3) Middle & High School,Advanced,Disguised Thoughts,,,,,
290,W122 Interactive: How to Tell When Someone is Interested (290),W122,Interactive: How to Tell When Someone is Interested,https://slp.everydayspeech.com/activity/how-to-tell-when-someone-is-interested,activity,2018-08-07,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,"Understanding Body Language, Topic Surfing","(2) Elementary School, (3) Middle & High School","What is Topic Surfing?, Body Language Basics",,,
730,W086 Interactive Worksheet: Following Directions in School (730),W086,Interactive Worksheet: Following Directions in School,https://slp.everydayspeech.com/activity/following-directions-in-school,activity,2018-08-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School","Emergent, Intermediate",Following Directions,(2) Elementary School,Following Directions the First Time,,,
951,W082 Interactive Worksheet: First Impressions (951),W082,Interactive Worksheet: First Impressions,https://slp.everydayspeech.com/activity/first-impressions,activity,2018-08-15,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Starting a Conversation,(3) Middle & High School,How to Start a Conversation,,,
366,W107 Interactive: Handling Changes at School (366),W107,Interactive: Handling Changes at School,https://slp.everydayspeech.com/activity/handling-changes-at-school,activity,2018-08-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Switching Tracks,(2) Elementary School,How to Switch Tracks,,,
28,W049 Compromising with Others (28),W049,Compromising with Others,https://slp.everydayspeech.com/activity/compromising-with-others-2,activity,2018-08-18,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Compromising,"(2) Elementary School, (3) Middle & High School","What is Compromising?, What is Compromising?",,,
559,W251 Interactive: Understanding Your Emotions (559),W251,Interactive: Understanding Your Emotions,https://slp.everydayspeech.com/activity/understanding-your-emotions,activity,2018-08-20,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Changing the Channel on Feelings,(2) Elementary School,Understanding Your Emotions,,,
77,W070 Interactive: Evaluate a Solution to a Problem (77),W070,Interactive: Evaluate a Solution to a Problem,https://slp.everydayspeech.com/activity/evaluate-a-solution-to-a-problem,activity,2018-08-20,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,,,,,
694,W090 Interactive: Gaining Someone's Attention (694),W090,Interactive: Gaining Someone's Attention,https://slp.everydayspeech.com/activity/gaining-someone-s-attention-3,activity,2018-08-21,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,(2) Elementary School,Gaining Attention,,,
659,W128 Interactive: Ignoring Others' Behaviors (659),W128,Interactive: Ignoring Others' Behaviors,https://slp.everydayspeech.com/activity/ignoring-others-behaviors,activity,2018-08-26,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Ignoring Others' Behavior,(2) Elementary School,How to Ignore Others,,,
898,W003 Interactive: Acting Like a Friend (898),W003,Interactive: Acting Like a Friend,https://slp.everydayspeech.com/activity/acting-like-a-friend,activity,2018-08-26,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Acting Like a Friend,(2) Elementary School,Behaviors of Friends,,,
770,W236 Interactive: Thinking Positive (770),W236,Interactive: Thinking Positive,https://slp.everydayspeech.com/activity/thinking-positive,activity,2018-08-27,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Thinking Positive,(2) Elementary School,How to Think Positive,2nd Grade,Self-Awareness,Growing Confidence
514,W125 Interactive: Identify the Problem (514),W125,Interactive: Identify the Problem,https://slp.everydayspeech.com/activity/identify-the-problem,activity,2018-08-28,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Solving a Problem,(3) Middle & High School,Learn the Problem Solving Steps,,,
162,W233 Interactive: Think it or Say It With Friends (162),W233,Interactive: Think it or Say It With Friends,https://slp.everydayspeech.com/activity/think-it-or-say-it-with-friends,activity,2018-09-07,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Think It or Say It,,,,,
850,Q026 Respecting Adults' Responses (850),Q026,Respecting Adults' Responses,https://slp.everydayspeech.com/activity/respecting-adults-responses,activity,2018-09-08,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Showing Respect,,,,,
705,Q028 Staying Calm Self-Reflection (705),Q028,Staying Calm Self-Reflection,https://slp.everydayspeech.com/activity/staying-calm-self-reflection,activity,2018-09-08,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Staying Calm,(2) Elementary School,How to Keep a Calm Body,,,
67,W021 Interactive: Asking Others to Play (67),W021,Interactive: Asking Others to Play,https://slp.everydayspeech.com/activity/asking-others-to-play-2,activity,2018-09-08,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Asking Others to Play,(2) Elementary School,Practice Asking Others to Play,,,
620,Q027 Small Talk Prompts (620),Q027,Small Talk Prompts,https://slp.everydayspeech.com/activity/small-talk-prompts,activity,2018-09-08,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Emergent,The Two W's,(3) Middle & High School,What are the Two W's?,,,
492,Q025 Reading the Room Scenario Prompts (492),Q025,Reading the Room Scenario Prompts,https://slp.everydayspeech.com/activity/reading-the-room-scenario-prompts,activity,2018-09-09,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School",Intermediate,Reading the Room,(2) Elementary School,What is Reading the Room?,,,
35,W197 Interactive: Sharing Your Opinion (35),W197,Interactive: Sharing Your Opinion,https://slp.everydayspeech.com/activity/sharing-your-opinion-2,activity,2018-09-10,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,"Intermediate, Advanced",Showing Respect,(3) Middle & High School,Respecting Others' Opinions,,,
101,W162 Interactive: Monitoring Your Tone of Voice (101),W162,Interactive: Monitoring Your Tone of Voice,https://slp.everydayspeech.com/activity/monitoring-your-tone-of-voice,activity,2018-09-10,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Tone of Voice,(3) Middle & High School,Monitoring Your Tone of Voice,,,
507,W189 Interactive: Responding to Others (507),W189,Interactive: Responding to Others,https://slp.everydayspeech.com/activity/responding-to-others,activity,2018-09-10,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Conversation Drivers & Stoppers,,,,,
466,W112 Interactive: Handling Peer Pressure (466),W112,Interactive: Handling Peer Pressure,https://slp.everydayspeech.com/activity/handling-peer-pressure,activity,2018-09-12,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Handling Teasing and Bullying,,,,,
209,W243 Interactive: Turn Taking in a Conversation (209),W243,Interactive: Turn Taking in a Conversation,https://slp.everydayspeech.com/activity/turn-taking-in-a-conversation,activity,2018-09-12,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Share,(2) Elementary School,Learn to Share Conversations,,,
928,G011 WOTW: Basic Conversation Skills (928),G011,WOTW: Basic Conversation Skills,https://slp.everydayspeech.com/game/wotw-basic-conversation-skills,game,2018-09-12,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Making Connected Comments,(2) Elementary School,Practice Making Connected Comments,,,
942,G014 WOTW: Play Skills (942),G014,WOTW: Play Skills,https://slp.everydayspeech.com/game/wotw-play-skills,game,2018-09-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,"Asking Others to Play, Playing With Others, Acting Like a Friend","(2) Elementary School, (2) Elementary School, (2) Elementary School","Practice Asking Others to Play, Hanging out with Friends, What to Say While Playing",1st Grade,Relationship Skills,Playing with Others
945,G013 WOTW: Nonverbal Communication (945),G013,WOTW: Nonverbal Communication,https://slp.everydayspeech.com/game/wotw-nonverbal-communication,game,2018-09-15,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,"Active Listening, Understanding Body Language, Tone of Voice, Keeping Personal Space, Visual Referencing","(2) Elementary School, (2) Elementary School, (2) Elementary School, (2) Elementary School, (2) Elementary School","Body Language Basics, Practice Listening, How to Keep Personal Space, Monitoring Your Tone of Voice, What is Visual Referencing?",,,
948,G012 WOTW: Non-literal Language (948),G012,WOTW: Non-literal Language,https://slp.everydayspeech.com/game/wotw-non-literal-language,game,2018-09-15,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced","Disguised Thoughts, Using Humor & Sarcasm",(3) Middle & High School,What is Sarcasm?,,,
941,G015 WOTW: Problem Solving (941),G015,WOTW: Problem Solving,https://slp.everydayspeech.com/game/wotw-problem-solving,game,2018-09-16,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Solving a Problem,(2) Elementary School,Master Solving Problems,5th Grade,Responsible Decision-Making,Problem Solving
570,W029 Interactive: Being Flexible (570),W029,Interactive: Being Flexible,https://slp.everydayspeech.com/activity/being-flexible,activity,2018-09-20,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Classroom Routine,(2) Elementary School,Using Our Best Behavior,,,
120,S036A Waiting For Your Teacher (120),S036A,Waiting For Your Teacher,https://slp.everydayspeech.com/video/waiting-for-your-teacher,video,2018-09-22,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Asking For Help,(2) Elementary School,Asking for Help,,,
154,A043 Guess What Happens Next - Tuning In (154),A043,Guess What Happens Next - Tuning In,https://slp.everydayspeech.com/video/guess-what-happens-next-tuning-in,video,2018-09-23,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Tuning In,(2) Elementary School,Adjusting Your Behavior,,,
973,A042 Emotion ID II (973),A042,Emotion ID II,https://slp.everydayspeech.com/video/emotion-id-ii,video,2018-09-23,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Identifying Feelings,(2) Elementary School,Labeling Feelings,,,
987,S002A Conversation Measuring Cup (987),S002A,Conversation Measuring Cup,https://slp.everydayspeech.com/video/conversation-measuring-cup,video,2018-09-23,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Conversation Measuring Cup,(2) Elementary School,What is the Conversation Measuring Cup?,,,
863,W204 Interactive: Showing You're Listening (863),W204,Interactive: Showing You're Listening,https://slp.everydayspeech.com/activity/showing-you-re-listening,activity,2018-09-24,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School","Emergent, Intermediate",Active Listening,,,,,
386,M027A Asking to Use the Bathroom (386),M027A,Asking to Use the Bathroom,https://slp.everydayspeech.com/video/asking-to-use-the-bathroom,video,2018-09-25,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Asking For Help,(2) Elementary School,Asking for What You Need,,,
308,W104 Interactive: Halloween Behavior - Scenario response (308),W104,Interactive: Halloween Behavior - Scenario response,https://slp.everydayspeech.com/activity/halloween-behavior-scenario-response,activity,2018-09-26,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Using Your Self-Controller,,,,,
480,W152 Making Connecting Comments (480),W152,Making Connecting Comments,https://slp.everydayspeech.com/activity/making-connecting-comments,activity,2018-09-27,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Making Connected Comments,(3) Middle & High School,Practice Making Connected Comments,,,
580,W103 Interactive: Halloween Behavior (580),W103,Interactive: Halloween Behavior,https://slp.everydayspeech.com/activity/halloween-behavior,activity,2018-09-28,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Tuning In,,,,,
619,Q031 Problem Solving Question Prompts: Halloween (619),Q031,Problem Solving Question Prompts: Halloween,https://slp.everydayspeech.com/activity/problem-solving-question-prompts-halloween,activity,2018-09-29,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Emergent, Intermediate",Solving a Problem,,,,,
569,Q033 Topic Radar Prompts (569),Q033,Topic Radar Prompts,https://slp.everydayspeech.com/activity/topic-radar-prompts,activity,2018-10-02,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,(2) Elementary School,Additional Practice,,,
686,Q032 Trick-or-Treating Etiquette Question Cards (686),Q032,Trick-or-Treating Etiquette Question Cards,https://slp.everydayspeech.com/activity/trick-or-treating-etiquette-question-cards,activity,2018-10-03,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Being a Social Chameleon,,,,,
139,P021 Figurative Language Packet (139),P021,Figurative Language Packet,https://slp.everydayspeech.com/activity/figurative-language-packet,activity,2018-10-05,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Disguised Thoughts,,,,,
348,P022 ID The Emotions Bingo Packet (348),P022,ID The Emotions Bingo Packet,https://slp.everydayspeech.com/activity/id-the-emotions-bingo-packet,activity,2018-10-06,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Identifying Feelings,(2) Elementary School,Mastering Feelings,,,
513,P023 Social GPS - Community Behaviors Packet (513),P023,Social GPS - Community Behaviors Packet,https://slp.everydayspeech.com/activity/social-gps-community-behaviors-packet,activity,2018-10-07,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Being a Social Chameleon,(3) Middle & High School,What is a Social Chameleon?,,,
551,P021-2 Draw Figurative Languages (551),P021-2,Draw Figurative Languages,https://slp.everydayspeech.com/activity/figurative-language-packet-activity-2,activity,2018-10-09,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Disguised Thoughts,(3) Middle & High School,Understanding Disguised Thoughts,,,
228,P021-1 Figurative Language Quiz Game (228),P021-1,Figurative Language Quiz Game,https://slp.everydayspeech.com/activity/figurative-language-packet-activity-1,activity,2018-10-09,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Disguised Thoughts,(3) Middle & High School,Understanding Disguised Thoughts,,,
713,S197 Topic Radar (713),S197,Topic Radar,https://slp.everydayspeech.com/video/topic-radar,video,2018-10-20,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,(2) Elementary School,What is Topic Radar?,,,
760,S196 Cyber Skills - Misinterpreted Text Message (760),S196,Cyber Skills - Misinterpreted Text Message,https://slp.everydayspeech.com/video/cyber-skills-misinterpreted-text-message,video,2018-10-22,"Social Communication Skills, Social Emotional Learning",(3) Middle & High School,"Intermediate, Advanced",Cyber Skills,(3) Middle & High School,What are the Cyber Skills?,,,
676,P024 Being a Friend Packet (676),P024,Being a Friend Packet,https://slp.everydayspeech.com/activity/being-a-friend-packet,activity,2018-10-22,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Acting Like a Friend,,,,,
761,S194 Restaurant Rules - Eating at a Friend's House (761),S194,Restaurant Rules - Eating at a Friend's House,https://slp.everydayspeech.com/video/restaurant-rules-eating-at-a-friend-s-house,video,2018-10-22,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Restaurant Rules,(2) Elementary School,What are the Restaurant Rules?,,,
588,S021A Bragging (588),S021A,Bragging,https://slp.everydayspeech.com/video/bragging,video,2018-10-23,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Thinking About Others,,,,,
524,Q019 Compliment Practice Cards (524),Q019,Compliment Practice Cards,https://slp.everydayspeech.com/activity/compliment-practice-cards,activity,2018-10-24,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Giving and Receiving Compliments,(3) Middle & High School,Why Do We Give Compliments?,,,
402,Q020 How To Pick the Topic (402),Q020,How To Pick the Topic,https://slp.everydayspeech.com/activity/how-to-pick-the-topic,activity,2018-10-24,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Topic Radar,(2) Elementary School,Mastering Topic Radar,,,
669,P024-1 Friendship Board Game (669),P024-1,Friendship Board Game,https://slp.everydayspeech.com/activity/being-a-friend-packet-activity-1,activity,2018-10-24,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Acting Like a Friend,(2) Elementary School,Behaviors of Friends,,,
107,A044 Two Sides - Time & Place (107),A044,Two Sides - Time & Place,https://slp.everydayspeech.com/video/two-sides-time-place,video,2018-10-24,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Reading the Room,(2) Elementary School,Practice Reading the Room,,,
534,Q022 Introducing Yourself to Others Basic Review (534),Q022,Introducing Yourself to Others Basic Review,https://slp.everydayspeech.com/activity/introducing-yourself-to-others-basic-review,activity,2018-10-24,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Starting a Conversation,,,,,
851,P024-2 Friendship Qualities Activity (851),P024-2,Friendship Qualities Activity,https://slp.everydayspeech.com/activity/being-a-friend-packet-activity-2,activity,2018-10-25,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School",Emergent,Acting Like a Friend,(2) Elementary School,Behaviors of Friends,3rd Grade,Relationship Skills,Friendship Qualities
628,Q034 Cyber Skills Question Prompts (628),Q034,Cyber Skills Question Prompts,https://slp.everydayspeech.com/activity/cyber-skills-question-prompts,activity,2018-10-27,Social Communication Skills,(3) Middle & High School,"Intermediate, Advanced",Cyber Skills,(3) Middle & High School,What are the Cyber Skills?,,,
456,Q029 Driving the Conversation Prompts (456),Q029,Driving the Conversation Prompts,https://slp.everydayspeech.com/activity/driving-the-conversation-prompts,activity,2018-11-03,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Conversation Drivers & Stoppers,(2) Elementary School,Using Conversation Drivers & Stoppers,,,
637,Q030 Public vs Private Sample Cards (637),Q030,Public vs Private Sample Cards,https://slp.everydayspeech.com/activity/public-vs-private-sample-cards,activity,2018-11-04,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Think It or Say It,(3) Middle & High School,Public vs. Private Topics,,,
631,Q024 Showing Interest Practice Cards (631),Q024,Showing Interest Practice Cards,https://slp.everydayspeech.com/activity/showing-interest-practice-cards,activity,2018-11-04,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Act Like You're Interested,"(2) Elementary School, (3) Middle & High School","How to Show Interest, How to Show Interest",,,
630,Q021 Connecting Comments Sorting Cards (630),Q021,Connecting Comments Sorting Cards,https://slp.everydayspeech.com/activity/connecting-comments-sorting-cards,activity,2018-11-05,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Making Connected Comments,(2) Elementary School,What are Connected Comments?,,,
662,Q023 Personal Space Basic Review (662),Q023,Personal Space Basic Review,https://slp.everydayspeech.com/activity/personal-space-basic-review,activity,2018-11-06,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Keeping Personal Space,"(2) Elementary School, (3) Middle & High School","What is Personal Space?, What is Personal Space?",,,
633,Q035 Reading People's Moods Question Cards (633),Q035,Reading People's Moods Question Cards,https://slp.everydayspeech.com/activity/reading-people-s-moods-question-cards,activity,2018-11-18,"Social Communication Skills, Social Emotional Learning","(1) Pre-k and K, (2) Elementary School, (3) Middle & High School",Emergent,Understanding Body Language,(2) Elementary School,Understanding Body Language,,,
698,W249 Interactive: Understanding Others' Point of View (698),W249,Interactive: Understanding Others' Point of View,https://slp.everydayspeech.com/activity/understanding-others-point-of-view,activity,2018-11-19,"Social Communication Skills, Social Emotional Learning","(2) Elementary School, (3) Middle & High School, 1st Grade, 2nd Grade, 3rd Grade, 4th Grade, 5th Grade","Intermediate, Advanced",Understanding Others' Point of View,(3) Middle & High School,What is Point of View?,,,
235,W129 Interactive: Ignoring Others' Behaviors (235),W129,Interactive: Ignoring Others' Behaviors,https://slp.everydayspeech.com/activity/ignoring-others-behaviors-2,activity,2018-11-20,Social Communication Skills,"(1) Pre-k and K, (2) Elementary School",Emergent,Ignoring Others' Behavior,(2) Elementary School,Practice Ignoring Others,,,
734,Q037 Time and Place Question Prompts (734),Q037,Time and Place Question Prompts,https://slp.everydayspeech.com/activity/time-and-place-question-prompts,activity,2018-11-25,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Reading the Room,(3) Middle & High School,How to Read the Room,,,
491,Q036 Social Chameleon Catcher 1 (491),Q036,Social Chameleon Catcher 1,https://slp.everydayspeech.com/activity/social-chameleon-catcher,activity,2018-11-25,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Being a Social Chameleon,(2) Elementary School,Practice Being a Social Chameleon,,,
212,P025 Disguised Thoughts Packet (212),P025,Disguised Thoughts Packet,https://slp.everydayspeech.com/activity/disguised-thoughts-packet,activity,2018-11-26,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Disguised Thoughts,,,,,
505,P025-1 Disguised Thoughts Role-Playing Game (505),P025-1,Disguised Thoughts Role-Playing Game,https://slp.everydayspeech.com/activity/disguised-thoughts-packet-activity-1,activity,2018-11-26,Social Communication Skills,"(2) Elementary School, (3) Middle & High School","Intermediate, Advanced",Disguised Thoughts,(3) Middle & High School,What are Disguised Thoughts?,,,
495,W199 Interactive: Shifting the Topic When We Feel Uncomfortable (495),W199,Interactive: Shifting the Topic When We Feel Uncomfortable,https://slp.everydayspeech.com/activity/shifting-the-topic-when-we-feel-uncomfortable,activity,2018-11-26,Social Communication Skills,"(2) Elementary School, (3) Middle & High School",Intermediate,Topic Surfing,(3) Middle & High School,How to Change the Topic,,,
